df2\df1	1	2	3	4	5	6	7	8	9	10	12	15	20	24	30	40	60	120	240
1	405284.0679	499999.5	540379.2016	562499.5833	576404.5558	585937.1111	592873.2879	598144.1562	602283.9916	605620.9712	610667.8213	615763.662	620907.6727	623497.4649	626098.9585	628712.0309	631336.5558	633972.403	636619.439
2	998.5002501	999	999.1666203	999.2499375	999.29993	999.3332592	999.3570663	999.3749218	999.3888096	999.39992	999.4165856	999.4332514	999.4499175	999.4582505	999.4665837	999.4749168	999.4832501	999.4915833	999.4999166
3	167.0292238	148.5	141.1084612	137.1003627	134.580022	132.8474689	131.5828572	130.6190088	129.8599633	129.2466816	128.3164636	127.3736043	126.417774	125.9348897	125.448636	124.9589695	124.4658468	123.969224	123.4690567
4	74.13729332	61.2455532	56.17718849	53.43582912	51.71156856	50.52502195	49.65788673	48.99618877	48.47451135	48.05258912	47.41180417	46.76117294	46.10025764	45.76579762	45.42858708	45.08856129	44.74565296	44.39979204	44.05090563
5	47.18077922	37.12232981	33.20246318	31.08500557	29.75239858	28.83436098	28.16264702	27.64947537	27.24445858	26.91656759	26.41796644	25.91082551	25.39462209	25.13294244	24.86877338	24.60203096	24.33262606	24.06046391	23.78544358
6	35.50749025	27	23.70330865	21.92354136	20.80266396	20.02965472	19.46340804	19.03033312	18.68818157	18.4109248	17.98881077	17.55874216	17.1201102	16.89736868	16.67221633	16.4445485	16.21425209	15.98120455	15.74527276
7	29.24519336	21.68899856	18.77226982	17.19799378	16.20580032	15.52084044	15.01855675	14.63400663	14.32990047	14.08325538	13.70731634	13.32367245	12.93162574	12.73220036	12.53035505	12.32596245	12.1188827	11.90896161	11.69602853
8	25.41476047	18.49365301	15.82948958	14.39158451	13.48468945	12.85802614	12.39804123	12.04554124	11.76653249	11.54005611	11.19448648	10.84129187	10.47968282	10.29543363	10.10870971	9.919359091	9.727212381	9.532079783	9.333747455
9	22.85712515	16.38714975	13.90180319	12.56031874	11.71366731	11.12812978	10.69794791	10.36800037	10.10662788	9.894304921	9.570005093	9.238068345	8.897612713	8.723861632	8.54755577	8.368516861	8.186543392	8.001406084	7.812842177
10	21.03959527	14.90535853	12.55274539	11.28275151	10.48072247	9.925612909	9.517454314	9.204149865	8.955774135	8.753866275	8.445185057	8.128803474	7.803747053	7.637596969	7.468797707	7.297143257	7.122397652	6.944288438	6.762498192
11	19.68678565	13.81155454	11.56112585	10.34611597	9.578375041	9.046621909	8.655347931	8.354786262	8.116347343	7.922390621	7.625606577	7.321029492	7.007593181	6.847143547	6.683942269	6.517754381	6.348307367	6.175282114	5.998300852
12	18.64332157	12.97366596	10.80420438	9.632726103	8.892109207	8.378814227	8.000868384	7.710352309	7.479735839	7.29202903	7.004575369	6.70921972	6.404805566	6.248751788	6.089839637	5.927804202	5.762334558	5.593061667	5.419541815
13	17.81542047	12.31272981	10.20893559	9.072738309	8.354088263	7.855728193	7.488554553	7.206147377	6.981836475	6.799160117	6.519199067	6.231218628	5.933973756	5.781387101	5.625833497	5.467017281	5.304587492	5.138122114	4.967106015
14	17.14336026	11.77887057	9.729366315	8.622319637	7.921807358	7.435768361	7.077472347	6.801739796	6.582612114	6.404064741	6.130239469	5.848273793	5.55683624	5.407035541	5.254159034	5.097879676	4.937805044	4.773457316	4.604244589
